Time (Hour)	Akumulasi Keausan Pompa : Eksperimen_Pompa_01	Akumulasi Kotoran Filter : Eksperimen_Pompa_01	Efek Hambatan Filter : Eksperimen_Pompa_01	Efisiensi Aktual : Eksperimen_Pompa_01	Laju Aliran Masuk : Eksperimen_Pompa_01	RPM Aktual : Eksperimen_Pompa_01
1983	33733.8	1374.76	206.214	0.1	0	2900
1984	33751	1374.76	206.214	0.1	0	2900
1985	33768.2	1374.76	206.214	0.1	0	2900
1986	33785.3	1374.76	206.214	0.1	0	2900
1987	33802.5	1374.76	206.214	0.1	0	2900
1988	33819.7	1374.76	206.214	0.1	0	2900
1989	33836.9	1374.76	206.214	0.1	0	2900
1990	33854	1374.76	206.214	0.1	0	2900
1991	33871.2	1374.76	206.214	0.1	0	2900
1992	33888.4	1374.76	206.214	0.1	0	2900
1993	33905.6	1374.76	206.214	0.1	0	2900
1994	33922.7	1374.76	206.214	0.1	0	2900
1995	33939.9	1374.76	206.214	0.1	0	2900
1996	33957.1	1374.76	206.214	0.1	0	2900
1997	33974.2	1374.76	206.214	0.1	0	2900
1998	33991.4	1374.76	206.214	0.1	0	2900
1999	34008.6	1374.76	206.214	0.1	0	2900
2000	34025.8	1374.76	206.214	0.1	0	2900
2001	34042.9	1374.76	206.214	0.1	0	2900
2002	34060.1	1374.76	206.214	0.1	0	2900
2003	34077.3	1374.76	206.214	0.1	0	2900
2004	34094.5	1374.76	206.214	0.1	0	2900
2005	34111.6	1374.76	206.214	0.1	0	2900
2006	34128.8	1374.76	206.214	0.1	0	2900
2007	34146	1374.76	206.214	0.1	0	2900
2008	34163.2	1374.76	206.214	0.1	0	2900
2009	34180.3	1374.76	206.214	0.1	0	2900
2010	34197.5	1374.76	206.214	0.1	0	2900
2011	34214.7	1374.76	206.214	0.1	0	2900
2012	34231.9	1374.76	206.214	0.1	0	2900
2013	34249	1374.76	206.214	0.1	0	2900
2014	34266.2	1374.76	206.214	0.1	0	2900
2015	34283.4	1374.76	206.214	0.1	0	2900
2016	34300.6	1374.76	206.214	0.1	0	2900
2017	34317.7	1374.76	206.214	0.1	0	2900
2018	34334.9	1374.76	206.214	0.1	0	2900
2019	34352.1	1374.76	206.214	0.1	0	2900
2020	34369.3	1374.76	206.214	0.1	0	2900
2021	34386.4	1374.76	206.214	0.1	0	2900
2022	34403.6	1374.76	206.214	0.1	0	2900
2023	34420.8	1374.76	206.214	0.1	0	2900
2024	34438	1374.76	206.214	0.1	0	2900
2025	34455.1	1374.76	206.214	0.1	0	2900
2026	34472.3	1374.76	206.214	0.1	0	2900
2027	34489.5	1374.76	206.214	0.1	0	2900
2028	34506.6	1374.76	206.214	0.1	0	2900
2029	34523.8	1374.76	206.214	0.1	0	2900
2030	34541	1374.76	206.214	0.1	0	2900
2031	34558.2	1374.76	206.214	0.1	0	2900
2032	34575.3	1374.76	206.214	0.1	0	2900
2033	34592.5	1374.76	206.214	0.1	0	2900
2034	34609.7	1374.76	206.214	0.1	0	2900
2035	34626.9	1374.76	206.214	0.1	0	2900
2036	34644	1374.76	206.214	0.1	0	2900
2037	34661.2	1374.76	206.214	0.1	0	2900
2038	34678.4	1374.76	206.214	0.1	0	2900
2039	34695.6	1374.76	206.214	0.1	0	2900
2040	34712.7	1374.76	206.214	0.1	0	2900
2041	34729.9	1374.76	206.214	0.1	0	2900
2042	34747.1	1374.76	206.214	0.1	0	2900
2043	34764.3	1374.76	206.214	0.1	0	2900
2044	34781.4	1374.76	206.214	0.1	0	2900
2045	34798.6	1374.76	206.214	0.1	0	2900
2046	34815.8	1374.76	206.214	0.1	0	2900
2047	34833	1374.76	206.214	0.1	0	2900
2048	34850.1	1374.76	206.214	0.1	0	2900
2049	34867.3	1374.76	206.214	0.1	0	2900
2050	34884.5	1374.76	206.214	0.1	0	2900
2051	34901.7	1374.76	206.214	0.1	0	2900
2052	34918.8	1374.76	206.214	0.1	0	2900
2053	34936	1374.76	206.214	0.1	0	2900
2054	34953.2	1374.76	206.214	0.1	0	2900
2055	34970.4	1374.76	206.214	0.1	0	2900
2056	34987.5	1374.76	206.214	0.1	0	2900
2057	35004.7	1374.76	206.214	0.1	0	2900
2058	35021.9	1374.76	206.214	0.1	0	2900
2059	35039	1374.76	206.214	0.1	0	2900
2060	35056.2	1374.76	206.214	0.1	0	2900
2061	35073.4	1374.76	206.214	0.1	0	2900
2062	35090.6	1374.76	206.214	0.1	0	2900
2063	35107.7	1374.76	206.214	0.1	0	2900
2064	35124.9	1374.76	206.214	0.1	0	2900
2065	35142.1	1374.76	206.214	0.1	0	2900
2066	35159.3	1374.76	206.214	0.1	0	2900
2067	35176.4	1374.76	206.214	0.1	0	2900
2068	35193.6	1374.76	206.214	0.1	0	2900
2069	35210.8	1374.76	206.214	0.1	0	2900
2070	35228	1374.76	206.214	0.1	0	2900
2071	35245.1	1374.76	206.214	0.1	0	2900
2072	35262.3	1374.76	206.214	0.1	0	2900
2073	35279.5	1374.76	206.214	0.1	0	2900
2074	35296.7	1374.76	206.214	0.1	0	2900
2075	35313.8	1374.76	206.214	0.1	0	2900
2076	35331	1374.76	206.214	0.1	0	2900
2077	35348.2	1374.76	206.214	0.1	0	2900
2078	35365.4	1374.76	206.214	0.1	0	2900
2079	35382.5	1374.76	206.214	0.1	0	2900
2080	35399.7	1374.76	206.214	0.1	0	2900
2081	35416.9	1374.76	206.214	0.1	0	2900
2082	35434.1	1374.76	206.214	0.1	0	2900
2083	35451.2	1374.76	206.214	0.1	0	2900
2084	35468.4	1374.76	206.214	0.1	0	2900
2085	35485.6	1374.76	206.214	0.1	0	2900
2086	35502.8	1374.76	206.214	0.1	0	2900
2087	35519.9	1374.76	206.214	0.1	0	2900
2088	35537.1	1374.76	206.214	0.1	0	2900
2089	35554.3	1374.76	206.214	0.1	0	2900
2090	35571.4	1374.76	206.214	0.1	0	2900
2091	35588.6	1374.76	206.214	0.1	0	2900
2092	35605.8	1374.76	206.214	0.1	0	2900
2093	35623	1374.76	206.214	0.1	0	2900
2094	35640.1	1374.76	206.214	0.1	0	2900
2095	35657.3	1374.76	206.214	0.1	0	2900
2096	35674.5	1374.76	206.214	0.1	0	2900
2097	35691.7	1374.76	206.214	0.1	0	2900
2098	35708.8	1374.76	206.214	0.1	0	2900
2099	35726	1374.76	206.214	0.1	0	2900
2100	35743.2	1374.76	206.214	0.1	0	2900
2101	35760.4	1374.76	206.214	0.1	0	2900
2102	35777.5	1374.76	206.214	0.1	0	2900
2103	35794.7	1374.76	206.214	0.1	0	2900
2104	35811.9	1374.76	206.214	0.1	0	2900
2105	35829.1	1374.76	206.214	0.1	0	2900
2106	35846.2	1374.76	206.214	0.1	0	2900
2107	35863.4	1374.76	206.214	0.1	0	2900
2108	35880.6	1374.76	206.214	0.1	0	2900
2109	35897.8	1374.76	206.214	0.1	0	2900
2110	35914.9	1374.76	206.214	0.1	0	2900
2111	35932.1	1374.76	206.214	0.1	0	2900
2112	35949.3	1374.76	206.214	0.1	0	2900
2113	35966.4	1374.76	206.214	0.1	0	2900
2114	35983.6	1374.76	206.214	0.1	0	2900
2115	36000.8	1374.76	206.214	0.1	0	2900
2116	36018	1374.76	206.214	0.1	0	2900
2117	36035.1	1374.76	206.214	0.1	0	2900
2118	36052.3	1374.76	206.214	0.1	0	2900
2119	36069.5	1374.76	206.214	0.1	0	2900
2120	36086.7	1374.76	206.214	0.1	0	2900
2121	36103.8	1374.76	206.214	0.1	0	2900
2122	36121	1374.76	206.214	0.1	0	2900
2123	36138.2	1374.76	206.214	0.1	0	2900
2124	36155.4	1374.76	206.214	0.1	0	2900
2125	36172.5	1374.76	206.214	0.1	0	2900
2126	36189.7	1374.76	206.214	0.1	0	2900
2127	36206.9	1374.76	206.214	0.1	0	2900
2128	36224.1	1374.76	206.214	0.1	0	2900
2129	36241.2	1374.76	206.214	0.1	0	2900
2130	36258.4	1374.76	206.214	0.1	0	2900
2131	36275.6	1374.76	206.214	0.1	0	2900
2132	36292.8	1374.76	206.214	0.1	0	2900
2133	36309.9	1374.76	206.214	0.1	0	2900
2134	36327.1	1374.76	206.214	0.1	0	2900
2135	36344.3	1374.76	206.214	0.1	0	2900
2136	36361.5	1374.76	206.214	0.1	0	2900
2137	36378.6	1374.76	206.214	0.1	0	2900
2138	36395.8	1374.76	206.214	0.1	0	2900
2139	36413	1374.76	206.214	0.1	0	2900
2140	36430.2	1374.76	206.214	0.1	0	2900
2141	36447.3	1374.76	206.214	0.1	0	2900
2142	36464.5	1374.76	206.214	0.1	0	2900
2143	36481.7	1374.76	206.214	0.1	0	2900
2144	36498.8	1374.76	206.214	0.1	0	2900
2145	36516	1374.76	206.214	0.1	0	2900
2146	36533.2	1374.76	206.214	0.1	0	2900
2147	36550.4	1374.76	206.214	0.1	0	2900
2148	36567.5	1374.76	206.214	0.1	0	2900
2149	36584.7	1374.76	206.214	0.1	0	2900
2150	36601.9	1374.76	206.214	0.1	0	2900
2151	36619.1	1374.76	206.214	0.1	0	2900
2152	36636.2	1374.76	206.214	0.1	0	2900
2153	36653.4	1374.76	206.214	0.1	0	2900
2154	36670.6	1374.76	206.214	0.1	0	2900
2155	36687.8	1374.76	206.214	0.1	0	2900
2156	36704.9	1374.76	206.214	0.1	0	2900
2157	36722.1	1374.76	206.214	0.1	0	2900
2158	36739.3	1374.76	206.214	0.1	0	2900
2159	36756.5	1374.76	206.214	0.1	0	2900
2160	36773.6	1374.76	206.214	0.1	0	2900
2161	36790.8	1374.76	206.214	0.1	0	2900
2162	36808	1374.76	206.214	0.1	0	2900
2163	36825.2	1374.76	206.214	0.1	0	2900
2164	36842.3	1374.76	206.214	0.1	0	2900
2165	36859.5	1374.76	206.214	0.1	0	2900
2166	36876.7	1374.76	206.214	0.1	0	2900
2167	36893.9	1374.76	206.214	0.1	0	2900
2168	36911	1374.76	206.214	0.1	0	2900
2169	36928.2	1374.76	206.214	0.1	0	2900
2170	36945.4	1374.76	206.214	0.1	0	2900
2171	36962.6	1374.76	206.214	0.1	0	2900
2172	36979.7	1374.76	206.214	0.1	0	2900
2173	36996.9	1374.76	206.214	0.1	0	2900
2174	37014.1	1374.76	206.214	0.1	0	2900
2175	37031.2	1374.76	206.214	0.1	0	2900
2176	37048.4	1374.76	206.214	0.1	0	2900
2177	37065.6	1374.76	206.214	0.1	0	2900
2178	37082.8	1374.76	206.214	0.1	0	2900
2179	37099.9	1374.76	206.214	0.1	0	2900
2180	37117.1	1374.76	206.214	0.1	0	2900
2181	37134.3	1374.76	206.214	0.1	0	2900
2182	37151.5	1374.76	206.214	0.1	0	2900
2183	37168.6	1374.76	206.214	0.1	0	2900
2184	37185.8	1374.76	206.214	0.1	0	2900
2185	37203	1374.76	206.214	0.1	0	2900
2186	37220.2	1374.76	206.214	0.1	0	2900
2187	37237.3	1374.76	206.214	0.1	0	2900
2188	37254.5	1374.76	206.214	0.1	0	2900
2189	37271.7	1374.76	206.214	0.1	0	2900
2190	37288.9	1374.76	206.214	0.1	0	2900
2191	37306	1374.76	206.214	0.1	0	2900
2192	37323.2	1374.76	206.214	0.1	0	2900
2193	37340.4	1374.76	206.214	0.1	0	2900
2194	37357.6	1374.76	206.214	0.1	0	2900
2195	37374.7	1374.76	206.214	0.1	0	2900
2196	37391.9	1374.76	206.214	0.1	0	2900
2197	37409.1	1374.76	206.214	0.1	0	2900
2198	37426.3	1374.76	206.214	0.1	0	2900
2199	37443.4	1374.76	206.214	0.1	0	2900
2200	37460.6	1374.76	206.214	0.1	0	2900
2201	37477.8	1374.76	206.214	0.1	0	2900
2202	37494.9	1374.76	206.214	0.1	0	2900
2203	37512.1	1374.76	206.214	0.1	0	2900
2204	37529.3	1374.76	206.214	0.1	0	2900
2205	37546.5	1374.76	206.214	0.1	0	2900
2206	37563.6	1374.76	206.214	0.1	0	2900
2207	37580.8	1374.76	206.214	0.1	0	2900
2208	37598	1374.76	206.214	0.1	0	2900
2209	37615.2	1374.76	206.214	0.1	0	2900
2210	37632.3	1374.76	206.214	0.1	0	2900
2211	37649.5	1374.76	206.214	0.1	0	2900
2212	37666.7	1374.76	206.214	0.1	0	2900
2213	37683.9	1374.76	206.214	0.1	0	2900
2214	37701	1374.76	206.214	0.1	0	2900
2215	37718.2	1374.76	206.214	0.1	0	2900
2216	37735.4	1374.76	206.214	0.1	0	2900
2217	37752.6	1374.76	206.214	0.1	0	2900
2218	37769.7	1374.76	206.214	0.1	0	2900
2219	37786.9	1374.76	206.214	0.1	0	2900
2220	37804.1	1374.76	206.214	0.1	0	2900
2221	37821.3	1374.76	206.214	0.1	0	2900
2222	37838.4	1374.76	206.214	0.1	0	2900
2223	37855.6	1374.76	206.214	0.1	0	2900
2224	37872.8	1374.76	206.214	0.1	0	2900
2225	37890	1374.76	206.214	0.1	0	2900
2226	37907.1	1374.76	206.214	0.1	0	2900
2227	37924.3	1374.76	206.214	0.1	0	2900
2228	37941.5	1374.76	206.214	0.1	0	2900
2229	37958.7	1374.76	206.214	0.1	0	2900
2230	37975.8	1374.76	206.214	0.1	0	2900
2231	37993	1374.76	206.214	0.1	0	2900
2232	38010.2	1374.76	206.214	0.1	0	2900
2233	38027.3	1374.76	206.214	0.1	0	2900
2234	38044.5	1374.76	206.214	0.1	0	2900
2235	38061.7	1374.76	206.214	0.1	0	2900
2236	38078.9	1374.76	206.214	0.1	0	2900
2237	38096	1374.76	206.214	0.1	0	2900
2238	38113.2	1374.76	206.214	0.1	0	2900
2239	38130.4	1374.76	206.214	0.1	0	2900
2240	38147.6	1374.76	206.214	0.1	0	2900
2241	38164.7	1374.76	206.214	0.1	0	2900
2242	38181.9	1374.76	206.214	0.1	0	2900
2243	38199.1	1374.76	206.214	0.1	0	2900
2244	38216.3	1374.76	206.214	0.1	0	2900
2245	38233.4	1374.76	206.214	0.1	0	2900
2246	38250.6	1374.76	206.214	0.1	0	2900
2247	38267.8	1374.76	206.214	0.1	0	2900
2248	38285	1374.76	206.214	0.1	0	2900
2249	38302.1	1374.76	206.214	0.1	0	2900
2250	38319.3	1374.76	206.214	0.1	0	2900
2251	38336.5	1374.76	206.214	0.1	0	2900
2252	38353.7	1374.76	206.214	0.1	0	2900
2253	38370.8	1374.76	206.214	0.1	0	2900
2254	38388	1374.76	206.214	0.1	0	2900
2255	38405.2	1374.76	206.214	0.1	0	2900
2256	38422.4	1374.76	206.214	0.1	0	2900
2257	38439.5	1374.76	206.214	0.1	0	2900
2258	38456.7	1374.76	206.214	0.1	0	2900
2259	38473.9	1374.76	206.214	0.1	0	2900
2260	38491.1	1374.76	206.214	0.1	0	2900
2261	38508.2	1374.76	206.214	0.1	0	2900
2262	38525.4	1374.76	206.214	0.1	0	2900
2263	38542.6	1374.76	206.214	0.1	0	2900
2264	38559.7	1374.76	206.214	0.1	0	2900
2265	38576.9	1374.76	206.214	0.1	0	2900
2266	38594.1	1374.76	206.214	0.1	0	2900
2267	38611.3	1374.76	206.214	0.1	0	2900
2268	38628.4	1374.76	206.214	0.1	0	2900
2269	38645.6	1374.76	206.214	0.1	0	2900
2270	38662.8	1374.76	206.214	0.1	0	2900
2271	38680	1374.76	206.214	0.1	0	2900
2272	38697.1	1374.76	206.214	0.1	0	2900
2273	38714.3	1374.76	206.214	0.1	0	2900
2274	38731.5	1374.76	206.214	0.1	0	2900
2275	38748.7	1374.76	206.214	0.1	0	2900
2276	38765.8	1374.76	206.214	0.1	0	2900
2277	38783	1374.76	206.214	0.1	0	2900
2278	38800.2	1374.76	206.214	0.1	0	2900
2279	38817.4	1374.76	206.214	0.1	0	2900
2280	38834.5	1374.76	206.214	0.1	0	2900
2281	38851.7	1374.76	206.214	0.1	0	2900
2282	38868.9	1374.76	206.214	0.1	0	2900
2283	38886.1	1374.76	206.214	0.1	0	2900
2284	38903.2	1374.76	206.214	0.1	0	2900
2285	38920.4	1374.76	206.214	0.1	0	2900
2286	38937.6	1374.76	206.214	0.1	0	2900
2287	38954.8	1374.76	206.214	0.1	0	2900
2288	38971.9	1374.76	206.214	0.1	0	2900
2289	38989.1	1374.76	206.214	0.1	0	2900
2290	39006.3	1374.76	206.214	0.1	0	2900
2291	39023.4	1374.76	206.214	0.1	0	2900
2292	39040.6	1374.76	206.214	0.1	0	2900
2293	39057.8	1374.76	206.214	0.1	0	2900
2294	39075	1374.76	206.214	0.1	0	2900
2295	39092.1	1374.76	206.214	0.1	0	2900
2296	39109.3	1374.76	206.214	0.1	0	2900
2297	39126.5	1374.76	206.214	0.1	0	2900
2298	39143.7	1374.76	206.214	0.1	0	2900
2299	39160.8	1374.76	206.214	0.1	0	2900
2300	39178	1374.76	206.214	0.1	0	2900
2301	39195.2	1374.76	206.214	0.1	0	2900
2302	39212.4	1374.76	206.214	0.1	0	2900
2303	39229.5	1374.76	206.214	0.1	0	2900
2304	39246.7	1374.76	206.214	0.1	0	2900
2305	39263.9	1374.76	206.214	0.1	0	2900
2306	39281.1	1374.76	206.214	0.1	0	2900
2307	39298.2	1374.76	206.214	0.1	0	2900
2308	39315.4	1374.76	206.214	0.1	0	2900
2309	39332.6	1374.76	206.214	0.1	0	2900
2310	39349.8	1374.76	206.214	0.1	0	2900
2311	39366.9	1374.76	206.214	0.1	0	2900
2312	39384.1	1374.76	206.214	0.1	0	2900
2313	39401.3	1374.76	206.214	0.1	0	2900
2314	39418.5	1374.76	206.214	0.1	0	2900
2315	39435.6	1374.76	206.214	0.1	0	2900
2316	39452.8	1374.76	206.214	0.1	0	2900
2317	39470	1374.76	206.214	0.1	0	2900
2318	39487.2	1374.76	206.214	0.1	0	2900
2319	39504.3	1374.76	206.214	0.1	0	2900
2320	39521.5	1374.76	206.214	0.1	0	2900
2321	39538.7	1374.76	206.214	0.1	0	2900
2322	39555.8	1374.76	206.214	0.1	0	2900
2323	39573	1374.76	206.214	0.1	0	2900
2324	39590.2	1374.76	206.214	0.1	0	2900
2325	39607.4	1374.76	206.214	0.1	0	2900
2326	39624.5	1374.76	206.214	0.1	0	2900
2327	39641.7	1374.76	206.214	0.1	0	2900
2328	39658.9	1374.76	206.214	0.1	0	2900
2329	39676.1	1374.76	206.214	0.1	0	2900
2330	39693.2	1374.76	206.214	0.1	0	2900
2331	39710.4	1374.76	206.214	0.1	0	2900
2332	39727.6	1374.76	206.214	0.1	0	2900
2333	39744.8	1374.76	206.214	0.1	0	2900
2334	39761.9	1374.76	206.214	0.1	0	2900
2335	39779.1	1374.76	206.214	0.1	0	2900
2336	39796.3	1374.76	206.214	0.1	0	2900
2337	39813.5	1374.76	206.214	0.1	0	2900
2338	39830.6	1374.76	206.214	0.1	0	2900
2339	39847.8	1374.76	206.214	0.1	0	2900
2340	39865	1374.76	206.214	0.1	0	2900
2341	39882.2	1374.76	206.214	0.1	0	2900
2342	39899.3	1374.76	206.214	0.1	0	2900
2343	39916.5	1374.76	206.214	0.1	0	2900
2344	39933.7	1374.76	206.214	0.1	0	2900
2345	39950.9	1374.76	206.214	0.1	0	2900
2346	39968	1374.76	206.214	0.1	0	2900
2347	39985.2	1374.76	206.214	0.1	0	2900
2348	40002.4	1374.76	206.214	0.1	0	2900
2349	40019.6	1374.76	206.214	0.1	0	2900
2350	40036.7	1374.76	206.214	0.1	0	2900
2351	40053.9	1374.76	206.214	0.1	0	2900
2352	40071.1	1374.76	206.214	0.1	0	2900
2353	40088.2	1374.76	206.214	0.1	0	2900
2354	40105.4	1374.76	206.214	0.1	0	2900
2355	40122.6	1374.76	206.214	0.1	0	2900
2356	40139.8	1374.76	206.214	0.1	0	2900
2357	40156.9	1374.76	206.214	0.1	0	2900
2358	40174.1	1374.76	206.214	0.1	0	2900
2359	40191.3	1374.76	206.214	0.1	0	2900
2360	40208.5	1374.76	206.214	0.1	0	2900
2361	40225.6	1374.76	206.214	0.1	0	2900
2362	40242.8	1374.76	206.214	0.1	0	2900
2363	40260	1374.76	206.214	0.1	0	2900
2364	40277.2	1374.76	206.214	0.1	0	2900
2365	40294.3	1374.76	206.214	0.1	0	2900
2366	40311.5	1374.76	206.214	0.1	0	2900
2367	40328.7	1374.76	206.214	0.1	0	2900
2368	40345.9	1374.76	206.214	0.1	0	2900
2369	40363	1374.76	206.214	0.1	0	2900
2370	40380.2	1374.76	206.214	0.1	0	2900
2371	40397.4	1374.76	206.214	0.1	0	2900
2372	40414.6	1374.76	206.214	0.1	0	2900
2373	40431.7	1374.76	206.214	0.1	0	2900
2374	40448.9	1374.76	206.214	0.1	0	2900
2375	40466.1	1374.76	206.214	0.1	0	2900
2376	40483.2	1374.76	206.214	0.1	0	2900
2377	40500.4	1374.76	206.214	0.1	0	2900
2378	40517.6	1374.76	206.214	0.1	0	2900
2379	40534.8	1374.76	206.214	0.1	0	2900
2380	40551.9	1374.76	206.214	0.1	0	2900
2381	40569.1	1374.76	206.214	0.1	0	2900
2382	40586.3	1374.76	206.214	0.1	0	2900
2383	40603.5	1374.76	206.214	0.1	0	2900
2384	40620.6	1374.76	206.214	0.1	0	2900
2385	40637.8	1374.76	206.214	0.1	0	2900
2386	40655	1374.76	206.214	0.1	0	2900
2387	40672.2	1374.76	206.214	0.1	0	2900
2388	40689.3	1374.76	206.214	0.1	0	2900
2389	40706.5	1374.76	206.214	0.1	0	2900
2390	40723.7	1374.76	206.214	0.1	0	2900
2391	40740.9	1374.76	206.214	0.1	0	2900
2392	40758	1374.76	206.214	0.1	0	2900
2393	40775.2	1374.76	206.214	0.1	0	2900
2394	40792.4	1374.76	206.214	0.1	0	2900
2395	40809.6	1374.76	206.214	0.1	0	2900
2396	40826.7	1374.76	206.214	0.1	0	2900
2397	40843.9	1374.76	206.214	0.1	0	2900
2398	40861.1	1374.76	206.214	0.1	0	2900
2399	40878.3	1374.76	206.214	0.1	0	2900
2400	40895.4	1374.76	206.214	0.1	0	2900
2401	40912.6	1374.76	206.214	0.1	0	2900
2402	40929.8	1374.76	206.214	0.1	0	2900
2403	40947	1374.76	206.214	0.1	0	2900
2404	40964.1	1374.76	206.214	0.1	0	2900
2405	40981.3	1374.76	206.214	0.1	0	2900
2406	40998.5	1374.76	206.214	0.1	0	2900
2407	41015.6	1374.76	206.214	0.1	0	2900
2408	41032.8	1374.76	206.214	0.1	0	2900
2409	41050	1374.76	206.214	0.1	0	2900
2410	41067.2	1374.76	206.214	0.1	0	2900
2411	41084.3	1374.76	206.214	0.1	0	2900
2412	41101.5	1374.76	206.214	0.1	0	2900
2413	41118.7	1374.76	206.214	0.1	0	2900
2414	41135.9	1374.76	206.214	0.1	0	2900
2415	41153	1374.76	206.214	0.1	0	2900
2416	41170.2	1374.76	206.214	0.1	0	2900
2417	41187.4	1374.76	206.214	0.1	0	2900
2418	41204.6	1374.76	206.214	0.1	0	2900
2419	41221.7	1374.76	206.214	0.1	0	2900
2420	41238.9	1374.76	206.214	0.1	0	2900
2421	41256.1	1374.76	206.214	0.1	0	2900
2422	41273.3	1374.76	206.214	0.1	0	2900
2423	41290.4	1374.76	206.214	0.1	0	2900
2424	41307.6	1374.76	206.214	0.1	0	2900
2425	41324.8	1374.76	206.214	0.1	0	2900
2426	41342	1374.76	206.214	0.1	0	2900
2427	41359.1	1374.76	206.214	0.1	0	2900
2428	41376.3	1374.76	206.214	0.1	0	2900
2429	41393.5	1374.76	206.214	0.1	0	2900
2430	41410.7	1374.76	206.214	0.1	0	2900
2431	41427.8	1374.76	206.214	0.1	0	2900
2432	41445	1374.76	206.214	0.1	0	2900
2433	41462.2	1374.76	206.214	0.1	0	2900
2434	41479.4	1374.76	206.214	0.1	0	2900
2435	41496.5	1374.76	206.214	0.1	0	2900
2436	41513.7	1374.76	206.214	0.1	0	2900
2437	41530.9	1374.76	206.214	0.1	0	2900
2438	41548	1374.76	206.214	0.1	0	2900
2439	41565.2	1374.76	206.214	0.1	0	2900
2440	41582.4	1374.76	206.214	0.1	0	2900
2441	41599.6	1374.76	206.214	0.1	0	2900
2442	41616.7	1374.76	206.214	0.1	0	2900
2443	41633.9	1374.76	206.214	0.1	0	2900
2444	41651.1	1374.76	206.214	0.1	0	2900
2445	41668.3	1374.76	206.214	0.1	0	2900
2446	41685.4	1374.76	206.214	0.1	0	2900
2447	41702.6	1374.76	206.214	0.1	0	2900
2448	41719.8	1374.76	206.214	0.1	0	2900
2449	41737	1374.76	206.214	0.1	0	2900
2450	41754.1	1374.76	206.214	0.1	0	2900
2451	41771.3	1374.76	206.214	0.1	0	2900
2452	41788.5	1374.76	206.214	0.1	0	2900
2453	41805.7	1374.76	206.214	0.1	0	2900
2454	41822.8	1374.76	206.214	0.1	0	2900
2455	41840	1374.76	206.214	0.1	0	2900
2456	41857.2	1374.76	206.214	0.1	0	2900
2457	41874.4	1374.76	206.214	0.1	0	2900
2458	41891.5	1374.76	206.214	0.1	0	2900
2459	41908.7	1374.76	206.214	0.1	0	2900
2460	41925.9	1374.76	206.214	0.1	0	2900
2461	41943.1	1374.76	206.214	0.1	0	2900
2462	41960.2	1374.76	206.214	0.1	0	2900
2463	41977.4	1374.76	206.214	0.1	0	2900
2464	41994.6	1374.76	206.214	0.1	0	2900
2465	42011.8	1374.76	206.214	0.1	0	2900
2466	42028.9	1374.76	206.214	0.1	0	2900
2467	42046.1	1374.76	206.214	0.1	0	2900
2468	42063.3	1374.76	206.214	0.1	0	2900
2469	42080.4	1374.76	206.214	0.1	0	2900
2470	42097.6	1374.76	206.214	0.1	0	2900
2471	42114.8	1374.76	206.214	0.1	0	2900
2472	42132	1374.76	206.214	0.1	0	2900
2473	42149.1	1374.76	206.214	0.1	0	2900
2474	42166.3	1374.76	206.214	0.1	0	2900
2475	42183.5	1374.76	206.214	0.1	0	2900
2476	42200.7	1374.76	206.214	0.1	0	2900
2477	42217.8	1374.76	206.214	0.1	0	2900
2478	42235	1374.76	206.214	0.1	0	2900
2479	42252.2	1374.76	206.214	0.1	0	2900
2480	42269.4	1374.76	206.214	0.1	0	2900
2481	42286.5	1374.76	206.214	0.1	0	2900
2482	42303.7	1374.76	206.214	0.1	0	2900
2483	42320.9	1374.76	206.214	0.1	0	2900
2484	42338.1	1374.76	206.214	0.1	0	2900
2485	42355.2	1374.76	206.214	0.1	0	2900
2486	42372.4	1374.76	206.214	0.1	0	2900
2487	42389.6	1374.76	206.214	0.1	0	2900
2488	42406.8	1374.76	206.214	0.1	0	2900
2489	42423.9	1374.76	206.214	0.1	0	2900
2490	42441.1	1374.76	206.214	0.1	0	2900
2491	42458.3	1374.76	206.214	0.1	0	2900
2492	42475.5	1374.76	206.214	0.1	0	2900
2493	42492.6	1374.76	206.214	0.1	0	2900
2494	42509.8	1374.76	206.214	0.1	0	2900
2495	42527	1374.76	206.214	0.1	0	2900
2496	42544.1	1374.76	206.214	0.1	0	2900
2497	42561.3	1374.76	206.214	0.1	0	2900
2498	42578.5	1374.76	206.214	0.1	0	2900
2499	42595.7	1374.76	206.214	0.1	0	2900
2500	42612.8	1374.76	206.214	0.1	0	2900
2501	42630	1374.76	206.214	0.1	0	2900
2502	42647.2	1374.76	206.214	0.1	0	2900
2503	42664.4	1374.76	206.214	0.1	0	2900
2504	42681.5	1374.76	206.214	0.1	0	2900
2505	42698.7	1374.76	206.214	0.1	0	2900
2506	42715.9	1374.76	206.214	0.1	0	2900
2507	42733.1	1374.76	206.214	0.1	0	2900
2508	42750.2	1374.76	206.214	0.1	0	2900
2509	42767.4	1374.76	206.214	0.1	0	2900
2510	42784.6	1374.76	206.214	0.1	0	2900
2511	42801.8	1374.76	206.214	0.1	0	2900
2512	42818.9	1374.76	206.214	0.1	0	2900
2513	42836.1	1374.76	206.214	0.1	0	2900
2514	42853.3	1374.76	206.214	0.1	0	2900
2515	42870.5	1374.76	206.214	0.1	0	2900
2516	42887.6	1374.76	206.214	0.1	0	2900
2517	42904.8	1374.76	206.214	0.1	0	2900
2518	42922	1374.76	206.214	0.1	0	2900
