Time (Hour)	Akumulasi Keausan Pompa : Eksperimen_Pompa_01	Akumulasi Kotoran Filter : Eksperimen_Pompa_01	Efek Hambatan Filter : Eksperimen_Pompa_01	Efisiensi Aktual : Eksperimen_Pompa_01	Laju Aliran Masuk : Eksperimen_Pompa_01	RPM Aktual : Eksperimen_Pompa_01
1447	24528.5	1374.76	206.214	0.1	0	2900
1448	24545.6	1374.76	206.214	0.1	0	2900
1449	24562.8	1374.76	206.214	0.1	0	2900
1450	24580	1374.76	206.214	0.1	0	2900
1451	24597.2	1374.76	206.214	0.1	0	2900
1452	24614.3	1374.76	206.214	0.1	0	2900
1453	24631.5	1374.76	206.214	0.1	0	2900
1454	24648.7	1374.76	206.214	0.1	0	2900
1455	24665.9	1374.76	206.214	0.1	0	2900
1456	24683	1374.76	206.214	0.1	0	2900
1457	24700.2	1374.76	206.214	0.1	0	2900
1458	24717.4	1374.76	206.214	0.1	0	2900
1459	24734.6	1374.76	206.214	0.1	0	2900
1460	24751.7	1374.76	206.214	0.1	0	2900
1461	24768.9	1374.76	206.214	0.1	0	2900
1462	24786.1	1374.76	206.214	0.1	0	2900
1463	24803.3	1374.76	206.214	0.1	0	2900
1464	24820.4	1374.76	206.214	0.1	0	2900
1465	24837.6	1374.76	206.214	0.1	0	2900
1466	24854.8	1374.76	206.214	0.1	0	2900
1467	24872	1374.76	206.214	0.1	0	2900
1468	24889.1	1374.76	206.214	0.1	0	2900
1469	24906.3	1374.76	206.214	0.1	0	2900
1470	24923.5	1374.76	206.214	0.1	0	2900
1471	24940.7	1374.76	206.214	0.1	0	2900
1472	24957.8	1374.76	206.214	0.1	0	2900
1473	24975	1374.76	206.214	0.1	0	2900
1474	24992.2	1374.76	206.214	0.1	0	2900
1475	25009.3	1374.76	206.214	0.1	0	2900
1476	25026.5	1374.76	206.214	0.1	0	2900
1477	25043.7	1374.76	206.214	0.1	0	2900
1478	25060.9	1374.76	206.214	0.1	0	2900
1479	25078	1374.76	206.214	0.1	0	2900
1480	25095.2	1374.76	206.214	0.1	0	2900
1481	25112.4	1374.76	206.214	0.1	0	2900
1482	25129.6	1374.76	206.214	0.1	0	2900
1483	25146.7	1374.76	206.214	0.1	0	2900
1484	25163.9	1374.76	206.214	0.1	0	2900
1485	25181.1	1374.76	206.214	0.1	0	2900
1486	25198.3	1374.76	206.214	0.1	0	2900
1487	25215.4	1374.76	206.214	0.1	0	2900
1488	25232.6	1374.76	206.214	0.1	0	2900
1489	25249.8	1374.76	206.214	0.1	0	2900
1490	25267	1374.76	206.214	0.1	0	2900
1491	25284.1	1374.76	206.214	0.1	0	2900
1492	25301.3	1374.76	206.214	0.1	0	2900
1493	25318.5	1374.76	206.214	0.1	0	2900
1494	25335.7	1374.76	206.214	0.1	0	2900
1495	25352.8	1374.76	206.214	0.1	0	2900
1496	25370	1374.76	206.214	0.1	0	2900
1497	25387.2	1374.76	206.214	0.1	0	2900
1498	25404.4	1374.76	206.214	0.1	0	2900
1499	25421.5	1374.76	206.214	0.1	0	2900
1500	25438.7	1374.76	206.214	0.1	0	2900
1501	25455.9	1374.76	206.214	0.1	0	2900
1502	25473	1374.76	206.214	0.1	0	2900
1503	25490.2	1374.76	206.214	0.1	0	2900
1504	25507.4	1374.76	206.214	0.1	0	2900
1505	25524.6	1374.76	206.214	0.1	0	2900
1506	25541.7	1374.76	206.214	0.1	0	2900
1507	25558.9	1374.76	206.214	0.1	0	2900
1508	25576.1	1374.76	206.214	0.1	0	2900
1509	25593.3	1374.76	206.214	0.1	0	2900
1510	25610.4	1374.76	206.214	0.1	0	2900
1511	25627.6	1374.76	206.214	0.1	0	2900
1512	25644.8	1374.76	206.214	0.1	0	2900
1513	25662	1374.76	206.214	0.1	0	2900
1514	25679.1	1374.76	206.214	0.1	0	2900
1515	25696.3	1374.76	206.214	0.1	0	2900
1516	25713.5	1374.76	206.214	0.1	0	2900
1517	25730.7	1374.76	206.214	0.1	0	2900
1518	25747.8	1374.76	206.214	0.1	0	2900
1519	25765	1374.76	206.214	0.1	0	2900
1520	25782.2	1374.76	206.214	0.1	0	2900
1521	25799.4	1374.76	206.214	0.1	0	2900
1522	25816.5	1374.76	206.214	0.1	0	2900
1523	25833.7	1374.76	206.214	0.1	0	2900
1524	25850.9	1374.76	206.214	0.1	0	2900
1525	25868.1	1374.76	206.214	0.1	0	2900
1526	25885.2	1374.76	206.214	0.1	0	2900
1527	25902.4	1374.76	206.214	0.1	0	2900
1528	25919.6	1374.76	206.214	0.1	0	2900
1529	25936.8	1374.76	206.214	0.1	0	2900
1530	25953.9	1374.76	206.214	0.1	0	2900
1531	25971.1	1374.76	206.214	0.1	0	2900
1532	25988.3	1374.76	206.214	0.1	0	2900
1533	26005.4	1374.76	206.214	0.1	0	2900
1534	26022.6	1374.76	206.214	0.1	0	2900
1535	26039.8	1374.76	206.214	0.1	0	2900
1536	26057	1374.76	206.214	0.1	0	2900
1537	26074.1	1374.76	206.214	0.1	0	2900
1538	26091.3	1374.76	206.214	0.1	0	2900
1539	26108.5	1374.76	206.214	0.1	0	2900
1540	26125.7	1374.76	206.214	0.1	0	2900
1541	26142.8	1374.76	206.214	0.1	0	2900
1542	26160	1374.76	206.214	0.1	0	2900
1543	26177.2	1374.76	206.214	0.1	0	2900
1544	26194.4	1374.76	206.214	0.1	0	2900
1545	26211.5	1374.76	206.214	0.1	0	2900
1546	26228.7	1374.76	206.214	0.1	0	2900
1547	26245.9	1374.76	206.214	0.1	0	2900
1548	26263.1	1374.76	206.214	0.1	0	2900
1549	26280.2	1374.76	206.214	0.1	0	2900
1550	26297.4	1374.76	206.214	0.1	0	2900
1551	26314.6	1374.76	206.214	0.1	0	2900
1552	26331.8	1374.76	206.214	0.1	0	2900
1553	26348.9	1374.76	206.214	0.1	0	2900
1554	26366.1	1374.76	206.214	0.1	0	2900
1555	26383.3	1374.76	206.214	0.1	0	2900
1556	26400.5	1374.76	206.214	0.1	0	2900
1557	26417.6	1374.76	206.214	0.1	0	2900
1558	26434.8	1374.76	206.214	0.1	0	2900
1559	26452	1374.76	206.214	0.1	0	2900
1560	26469.1	1374.76	206.214	0.1	0	2900
1561	26486.3	1374.76	206.214	0.1	0	2900
1562	26503.5	1374.76	206.214	0.1	0	2900
1563	26520.7	1374.76	206.214	0.1	0	2900
1564	26537.8	1374.76	206.214	0.1	0	2900
1565	26555	1374.76	206.214	0.1	0	2900
1566	26572.2	1374.76	206.214	0.1	0	2900
1567	26589.4	1374.76	206.214	0.1	0	2900
1568	26606.5	1374.76	206.214	0.1	0	2900
1569	26623.7	1374.76	206.214	0.1	0	2900
1570	26640.9	1374.76	206.214	0.1	0	2900
1571	26658.1	1374.76	206.214	0.1	0	2900
1572	26675.2	1374.76	206.214	0.1	0	2900
1573	26692.4	1374.76	206.214	0.1	0	2900
1574	26709.6	1374.76	206.214	0.1	0	2900
1575	26726.8	1374.76	206.214	0.1	0	2900
1576	26743.9	1374.76	206.214	0.1	0	2900
1577	26761.1	1374.76	206.214	0.1	0	2900
1578	26778.3	1374.76	206.214	0.1	0	2900
1579	26795.5	1374.76	206.214	0.1	0	2900
1580	26812.6	1374.76	206.214	0.1	0	2900
1581	26829.8	1374.76	206.214	0.1	0	2900
1582	26847	1374.76	206.214	0.1	0	2900
1583	26864.2	1374.76	206.214	0.1	0	2900
1584	26881.3	1374.76	206.214	0.1	0	2900
1585	26898.5	1374.76	206.214	0.1	0	2900
1586	26915.7	1374.76	206.214	0.1	0	2900
1587	26932.8	1374.76	206.214	0.1	0	2900
1588	26950	1374.76	206.214	0.1	0	2900
1589	26967.2	1374.76	206.214	0.1	0	2900
1590	26984.4	1374.76	206.214	0.1	0	2900
1591	27001.5	1374.76	206.214	0.1	0	2900
1592	27018.7	1374.76	206.214	0.1	0	2900
1593	27035.9	1374.76	206.214	0.1	0	2900
1594	27053.1	1374.76	206.214	0.1	0	2900
1595	27070.2	1374.76	206.214	0.1	0	2900
1596	27087.4	1374.76	206.214	0.1	0	2900
1597	27104.6	1374.76	206.214	0.1	0	2900
1598	27121.8	1374.76	206.214	0.1	0	2900
1599	27138.9	1374.76	206.214	0.1	0	2900
1600	27156.1	1374.76	206.214	0.1	0	2900
1601	27173.3	1374.76	206.214	0.1	0	2900
1602	27190.5	1374.76	206.214	0.1	0	2900
1603	27207.6	1374.76	206.214	0.1	0	2900
1604	27224.8	1374.76	206.214	0.1	0	2900
1605	27242	1374.76	206.214	0.1	0	2900
1606	27259.2	1374.76	206.214	0.1	0	2900
1607	27276.3	1374.76	206.214	0.1	0	2900
1608	27293.5	1374.76	206.214	0.1	0	2900
1609	27310.7	1374.76	206.214	0.1	0	2900
1610	27327.9	1374.76	206.214	0.1	0	2900
1611	27345	1374.76	206.214	0.1	0	2900
1612	27362.2	1374.76	206.214	0.1	0	2900
1613	27379.4	1374.76	206.214	0.1	0	2900
1614	27396.6	1374.76	206.214	0.1	0	2900
1615	27413.7	1374.76	206.214	0.1	0	2900
1616	27430.9	1374.76	206.214	0.1	0	2900
1617	27448.1	1374.76	206.214	0.1	0	2900
1618	27465.2	1374.76	206.214	0.1	0	2900
1619	27482.4	1374.76	206.214	0.1	0	2900
1620	27499.6	1374.76	206.214	0.1	0	2900
1621	27516.8	1374.76	206.214	0.1	0	2900
1622	27533.9	1374.76	206.214	0.1	0	2900
1623	27551.1	1374.76	206.214	0.1	0	2900
1624	27568.3	1374.76	206.214	0.1	0	2900
1625	27585.5	1374.76	206.214	0.1	0	2900
1626	27602.6	1374.76	206.214	0.1	0	2900
1627	27619.8	1374.76	206.214	0.1	0	2900
1628	27637	1374.76	206.214	0.1	0	2900
1629	27654.2	1374.76	206.214	0.1	0	2900
1630	27671.3	1374.76	206.214	0.1	0	2900
1631	27688.5	1374.76	206.214	0.1	0	2900
1632	27705.7	1374.76	206.214	0.1	0	2900
1633	27722.9	1374.76	206.214	0.1	0	2900
1634	27740	1374.76	206.214	0.1	0	2900
1635	27757.2	1374.76	206.214	0.1	0	2900
1636	27774.4	1374.76	206.214	0.1	0	2900
1637	27791.6	1374.76	206.214	0.1	0	2900
1638	27808.7	1374.76	206.214	0.1	0	2900
1639	27825.9	1374.76	206.214	0.1	0	2900
1640	27843.1	1374.76	206.214	0.1	0	2900
1641	27860.3	1374.76	206.214	0.1	0	2900
1642	27877.4	1374.76	206.214	0.1	0	2900
1643	27894.6	1374.76	206.214	0.1	0	2900
1644	27911.8	1374.76	206.214	0.1	0	2900
1645	27929	1374.76	206.214	0.1	0	2900
1646	27946.1	1374.76	206.214	0.1	0	2900
1647	27963.3	1374.76	206.214	0.1	0	2900
1648	27980.5	1374.76	206.214	0.1	0	2900
1649	27997.6	1374.76	206.214	0.1	0	2900
1650	28014.8	1374.76	206.214	0.1	0	2900
1651	28032	1374.76	206.214	0.1	0	2900
1652	28049.2	1374.76	206.214	0.1	0	2900
1653	28066.3	1374.76	206.214	0.1	0	2900
1654	28083.5	1374.76	206.214	0.1	0	2900
1655	28100.7	1374.76	206.214	0.1	0	2900
1656	28117.9	1374.76	206.214	0.1	0	2900
1657	28135	1374.76	206.214	0.1	0	2900
1658	28152.2	1374.76	206.214	0.1	0	2900
1659	28169.4	1374.76	206.214	0.1	0	2900
1660	28186.6	1374.76	206.214	0.1	0	2900
1661	28203.7	1374.76	206.214	0.1	0	2900
1662	28220.9	1374.76	206.214	0.1	0	2900
1663	28238.1	1374.76	206.214	0.1	0	2900
1664	28255.3	1374.76	206.214	0.1	0	2900
1665	28272.4	1374.76	206.214	0.1	0	2900
1666	28289.6	1374.76	206.214	0.1	0	2900
1667	28306.8	1374.76	206.214	0.1	0	2900
1668	28324	1374.76	206.214	0.1	0	2900
1669	28341.1	1374.76	206.214	0.1	0	2900
1670	28358.3	1374.76	206.214	0.1	0	2900
1671	28375.5	1374.76	206.214	0.1	0	2900
1672	28392.7	1374.76	206.214	0.1	0	2900
1673	28409.8	1374.76	206.214	0.1	0	2900
1674	28427	1374.76	206.214	0.1	0	2900
1675	28444.2	1374.76	206.214	0.1	0	2900
1676	28461.3	1374.76	206.214	0.1	0	2900
1677	28478.5	1374.76	206.214	0.1	0	2900
1678	28495.7	1374.76	206.214	0.1	0	2900
1679	28512.9	1374.76	206.214	0.1	0	2900
1680	28530	1374.76	206.214	0.1	0	2900
1681	28547.2	1374.76	206.214	0.1	0	2900
1682	28564.4	1374.76	206.214	0.1	0	2900
1683	28581.6	1374.76	206.214	0.1	0	2900
1684	28598.7	1374.76	206.214	0.1	0	2900
1685	28615.9	1374.76	206.214	0.1	0	2900
1686	28633.1	1374.76	206.214	0.1	0	2900
1687	28650.3	1374.76	206.214	0.1	0	2900
1688	28667.4	1374.76	206.214	0.1	0	2900
1689	28684.6	1374.76	206.214	0.1	0	2900
1690	28701.8	1374.76	206.214	0.1	0	2900
1691	28719	1374.76	206.214	0.1	0	2900
1692	28736.1	1374.76	206.214	0.1	0	2900
1693	28753.3	1374.76	206.214	0.1	0	2900
1694	28770.5	1374.76	206.214	0.1	0	2900
1695	28787.7	1374.76	206.214	0.1	0	2900
1696	28804.8	1374.76	206.214	0.1	0	2900
1697	28822	1374.76	206.214	0.1	0	2900
1698	28839.2	1374.76	206.214	0.1	0	2900
1699	28856.4	1374.76	206.214	0.1	0	2900
1700	28873.5	1374.76	206.214	0.1	0	2900
1701	28890.7	1374.76	206.214	0.1	0	2900
1702	28907.9	1374.76	206.214	0.1	0	2900
1703	28925.1	1374.76	206.214	0.1	0	2900
1704	28942.2	1374.76	206.214	0.1	0	2900
1705	28959.4	1374.76	206.214	0.1	0	2900
1706	28976.6	1374.76	206.214	0.1	0	2900
1707	28993.7	1374.76	206.214	0.1	0	2900
1708	29010.9	1374.76	206.214	0.1	0	2900
1709	29028.1	1374.76	206.214	0.1	0	2900
1710	29045.3	1374.76	206.214	0.1	0	2900
1711	29062.4	1374.76	206.214	0.1	0	2900
1712	29079.6	1374.76	206.214	0.1	0	2900
1713	29096.8	1374.76	206.214	0.1	0	2900
1714	29114	1374.76	206.214	0.1	0	2900
1715	29131.1	1374.76	206.214	0.1	0	2900
1716	29148.3	1374.76	206.214	0.1	0	2900
1717	29165.5	1374.76	206.214	0.1	0	2900
1718	29182.7	1374.76	206.214	0.1	0	2900
1719	29199.8	1374.76	206.214	0.1	0	2900
1720	29217	1374.76	206.214	0.1	0	2900
1721	29234.2	1374.76	206.214	0.1	0	2900
1722	29251.4	1374.76	206.214	0.1	0	2900
1723	29268.5	1374.76	206.214	0.1	0	2900
1724	29285.7	1374.76	206.214	0.1	0	2900
1725	29302.9	1374.76	206.214	0.1	0	2900
1726	29320.1	1374.76	206.214	0.1	0	2900
1727	29337.2	1374.76	206.214	0.1	0	2900
1728	29354.4	1374.76	206.214	0.1	0	2900
1729	29371.6	1374.76	206.214	0.1	0	2900
1730	29388.8	1374.76	206.214	0.1	0	2900
1731	29405.9	1374.76	206.214	0.1	0	2900
1732	29423.1	1374.76	206.214	0.1	0	2900
1733	29440.3	1374.76	206.214	0.1	0	2900
1734	29457.4	1374.76	206.214	0.1	0	2900
1735	29474.6	1374.76	206.214	0.1	0	2900
1736	29491.8	1374.76	206.214	0.1	0	2900
1737	29509	1374.76	206.214	0.1	0	2900
1738	29526.1	1374.76	206.214	0.1	0	2900
1739	29543.3	1374.76	206.214	0.1	0	2900
1740	29560.5	1374.76	206.214	0.1	0	2900
1741	29577.7	1374.76	206.214	0.1	0	2900
1742	29594.8	1374.76	206.214	0.1	0	2900
1743	29612	1374.76	206.214	0.1	0	2900
1744	29629.2	1374.76	206.214	0.1	0	2900
1745	29646.4	1374.76	206.214	0.1	0	2900
1746	29663.5	1374.76	206.214	0.1	0	2900
1747	29680.7	1374.76	206.214	0.1	0	2900
1748	29697.9	1374.76	206.214	0.1	0	2900
1749	29715.1	1374.76	206.214	0.1	0	2900
1750	29732.2	1374.76	206.214	0.1	0	2900
1751	29749.4	1374.76	206.214	0.1	0	2900
1752	29766.6	1374.76	206.214	0.1	0	2900
1753	29783.8	1374.76	206.214	0.1	0	2900
1754	29800.9	1374.76	206.214	0.1	0	2900
1755	29818.1	1374.76	206.214	0.1	0	2900
1756	29835.3	1374.76	206.214	0.1	0	2900
1757	29852.5	1374.76	206.214	0.1	0	2900
1758	29869.6	1374.76	206.214	0.1	0	2900
1759	29886.8	1374.76	206.214	0.1	0	2900
1760	29904	1374.76	206.214	0.1	0	2900
1761	29921.2	1374.76	206.214	0.1	0	2900
1762	29938.3	1374.76	206.214	0.1	0	2900
1763	29955.5	1374.76	206.214	0.1	0	2900
1764	29972.7	1374.76	206.214	0.1	0	2900
1765	29989.8	1374.76	206.214	0.1	0	2900
1766	30007	1374.76	206.214	0.1	0	2900
1767	30024.2	1374.76	206.214	0.1	0	2900
1768	30041.4	1374.76	206.214	0.1	0	2900
1769	30058.5	1374.76	206.214	0.1	0	2900
1770	30075.7	1374.76	206.214	0.1	0	2900
1771	30092.9	1374.76	206.214	0.1	0	2900
1772	30110.1	1374.76	206.214	0.1	0	2900
1773	30127.2	1374.76	206.214	0.1	0	2900
1774	30144.4	1374.76	206.214	0.1	0	2900
1775	30161.6	1374.76	206.214	0.1	0	2900
1776	30178.8	1374.76	206.214	0.1	0	2900
1777	30195.9	1374.76	206.214	0.1	0	2900
1778	30213.1	1374.76	206.214	0.1	0	2900
1779	30230.3	1374.76	206.214	0.1	0	2900
1780	30247.5	1374.76	206.214	0.1	0	2900
1781	30264.6	1374.76	206.214	0.1	0	2900
1782	30281.8	1374.76	206.214	0.1	0	2900
1783	30299	1374.76	206.214	0.1	0	2900
1784	30316.2	1374.76	206.214	0.1	0	2900
1785	30333.3	1374.76	206.214	0.1	0	2900
1786	30350.5	1374.76	206.214	0.1	0	2900
1787	30367.7	1374.76	206.214	0.1	0	2900
1788	30384.9	1374.76	206.214	0.1	0	2900
1789	30402	1374.76	206.214	0.1	0	2900
1790	30419.2	1374.76	206.214	0.1	0	2900
1791	30436.4	1374.76	206.214	0.1	0	2900
1792	30453.6	1374.76	206.214	0.1	0	2900
1793	30470.7	1374.76	206.214	0.1	0	2900
1794	30487.9	1374.76	206.214	0.1	0	2900
1795	30505.1	1374.76	206.214	0.1	0	2900
1796	30522.2	1374.76	206.214	0.1	0	2900
1797	30539.4	1374.76	206.214	0.1	0	2900
1798	30556.6	1374.76	206.214	0.1	0	2900
1799	30573.8	1374.76	206.214	0.1	0	2900
1800	30590.9	1374.76	206.214	0.1	0	2900
1801	30608.1	1374.76	206.214	0.1	0	2900
1802	30625.3	1374.76	206.214	0.1	0	2900
1803	30642.5	1374.76	206.214	0.1	0	2900
1804	30659.6	1374.76	206.214	0.1	0	2900
1805	30676.8	1374.76	206.214	0.1	0	2900
1806	30694	1374.76	206.214	0.1	0	2900
1807	30711.2	1374.76	206.214	0.1	0	2900
1808	30728.3	1374.76	206.214	0.1	0	2900
1809	30745.5	1374.76	206.214	0.1	0	2900
1810	30762.7	1374.76	206.214	0.1	0	2900
1811	30779.9	1374.76	206.214	0.1	0	2900
1812	30797	1374.76	206.214	0.1	0	2900
1813	30814.2	1374.76	206.214	0.1	0	2900
1814	30831.4	1374.76	206.214	0.1	0	2900
1815	30848.6	1374.76	206.214	0.1	0	2900
1816	30865.7	1374.76	206.214	0.1	0	2900
1817	30882.9	1374.76	206.214	0.1	0	2900
1818	30900.1	1374.76	206.214	0.1	0	2900
1819	30917.3	1374.76	206.214	0.1	0	2900
1820	30934.4	1374.76	206.214	0.1	0	2900
1821	30951.6	1374.76	206.214	0.1	0	2900
1822	30968.8	1374.76	206.214	0.1	0	2900
1823	30985.9	1374.76	206.214	0.1	0	2900
1824	31003.1	1374.76	206.214	0.1	0	2900
1825	31020.3	1374.76	206.214	0.1	0	2900
1826	31037.5	1374.76	206.214	0.1	0	2900
1827	31054.6	1374.76	206.214	0.1	0	2900
1828	31071.8	1374.76	206.214	0.1	0	2900
1829	31089	1374.76	206.214	0.1	0	2900
1830	31106.2	1374.76	206.214	0.1	0	2900
1831	31123.3	1374.76	206.214	0.1	0	2900
1832	31140.5	1374.76	206.214	0.1	0	2900
1833	31157.7	1374.76	206.214	0.1	0	2900
1834	31174.9	1374.76	206.214	0.1	0	2900
1835	31192	1374.76	206.214	0.1	0	2900
1836	31209.2	1374.76	206.214	0.1	0	2900
1837	31226.4	1374.76	206.214	0.1	0	2900
1838	31243.6	1374.76	206.214	0.1	0	2900
1839	31260.7	1374.76	206.214	0.1	0	2900
1840	31277.9	1374.76	206.214	0.1	0	2900
1841	31295.1	1374.76	206.214	0.1	0	2900
1842	31312.3	1374.76	206.214	0.1	0	2900
1843	31329.4	1374.76	206.214	0.1	0	2900
1844	31346.6	1374.76	206.214	0.1	0	2900
1845	31363.8	1374.76	206.214	0.1	0	2900
1846	31381	1374.76	206.214	0.1	0	2900
1847	31398.1	1374.76	206.214	0.1	0	2900
1848	31415.3	1374.76	206.214	0.1	0	2900
1849	31432.5	1374.76	206.214	0.1	0	2900
1850	31449.7	1374.76	206.214	0.1	0	2900
1851	31466.8	1374.76	206.214	0.1	0	2900
1852	31484	1374.76	206.214	0.1	0	2900
1853	31501.2	1374.76	206.214	0.1	0	2900
1854	31518.3	1374.76	206.214	0.1	0	2900
1855	31535.5	1374.76	206.214	0.1	0	2900
1856	31552.7	1374.76	206.214	0.1	0	2900
1857	31569.9	1374.76	206.214	0.1	0	2900
1858	31587	1374.76	206.214	0.1	0	2900
1859	31604.2	1374.76	206.214	0.1	0	2900
1860	31621.4	1374.76	206.214	0.1	0	2900
1861	31638.6	1374.76	206.214	0.1	0	2900
1862	31655.7	1374.76	206.214	0.1	0	2900
1863	31672.9	1374.76	206.214	0.1	0	2900
1864	31690.1	1374.76	206.214	0.1	0	2900
1865	31707.3	1374.76	206.214	0.1	0	2900
1866	31724.4	1374.76	206.214	0.1	0	2900
1867	31741.6	1374.76	206.214	0.1	0	2900
1868	31758.8	1374.76	206.214	0.1	0	2900
1869	31776	1374.76	206.214	0.1	0	2900
1870	31793.1	1374.76	206.214	0.1	0	2900
1871	31810.3	1374.76	206.214	0.1	0	2900
1872	31827.5	1374.76	206.214	0.1	0	2900
1873	31844.7	1374.76	206.214	0.1	0	2900
1874	31861.8	1374.76	206.214	0.1	0	2900
1875	31879	1374.76	206.214	0.1	0	2900
1876	31896.2	1374.76	206.214	0.1	0	2900
1877	31913.4	1374.76	206.214	0.1	0	2900
1878	31930.5	1374.76	206.214	0.1	0	2900
1879	31947.7	1374.76	206.214	0.1	0	2900
1880	31964.9	1374.76	206.214	0.1	0	2900
1881	31982	1374.76	206.214	0.1	0	2900
1882	31999.2	1374.76	206.214	0.1	0	2900
1883	32016.4	1374.76	206.214	0.1	0	2900
1884	32033.6	1374.76	206.214	0.1	0	2900
1885	32050.7	1374.76	206.214	0.1	0	2900
1886	32067.9	1374.76	206.214	0.1	0	2900
1887	32085.1	1374.76	206.214	0.1	0	2900
1888	32102.3	1374.76	206.214	0.1	0	2900
1889	32119.4	1374.76	206.214	0.1	0	2900
1890	32136.6	1374.76	206.214	0.1	0	2900
1891	32153.8	1374.76	206.214	0.1	0	2900
1892	32171	1374.76	206.214	0.1	0	2900
1893	32188.1	1374.76	206.214	0.1	0	2900
1894	32205.3	1374.76	206.214	0.1	0	2900
1895	32222.5	1374.76	206.214	0.1	0	2900
1896	32239.7	1374.76	206.214	0.1	0	2900
1897	32256.8	1374.76	206.214	0.1	0	2900
1898	32274	1374.76	206.214	0.1	0	2900
1899	32291.2	1374.76	206.214	0.1	0	2900
1900	32308.4	1374.76	206.214	0.1	0	2900
1901	32325.5	1374.76	206.214	0.1	0	2900
1902	32342.7	1374.76	206.214	0.1	0	2900
1903	32359.9	1374.76	206.214	0.1	0	2900
1904	32377.1	1374.76	206.214	0.1	0	2900
1905	32394.2	1374.76	206.214	0.1	0	2900
1906	32411.4	1374.76	206.214	0.1	0	2900
1907	32428.6	1374.76	206.214	0.1	0	2900
1908	32445.8	1374.76	206.214	0.1	0	2900
1909	32462.9	1374.76	206.214	0.1	0	2900
1910	32480.1	1374.76	206.214	0.1	0	2900
1911	32497.3	1374.76	206.214	0.1	0	2900
1912	32514.4	1374.76	206.214	0.1	0	2900
1913	32531.6	1374.76	206.214	0.1	0	2900
1914	32548.8	1374.76	206.214	0.1	0	2900
1915	32566	1374.76	206.214	0.1	0	2900
1916	32583.1	1374.76	206.214	0.1	0	2900
1917	32600.3	1374.76	206.214	0.1	0	2900
1918	32617.5	1374.76	206.214	0.1	0	2900
1919	32634.7	1374.76	206.214	0.1	0	2900
1920	32651.8	1374.76	206.214	0.1	0	2900
1921	32669	1374.76	206.214	0.1	0	2900
1922	32686.2	1374.76	206.214	0.1	0	2900
1923	32703.4	1374.76	206.214	0.1	0	2900
1924	32720.5	1374.76	206.214	0.1	0	2900
1925	32737.7	1374.76	206.214	0.1	0	2900
1926	32754.9	1374.76	206.214	0.1	0	2900
1927	32772.1	1374.76	206.214	0.1	0	2900
1928	32789.2	1374.76	206.214	0.1	0	2900
1929	32806.4	1374.76	206.214	0.1	0	2900
1930	32823.6	1374.76	206.214	0.1	0	2900
1931	32840.8	1374.76	206.214	0.1	0	2900
1932	32857.9	1374.76	206.214	0.1	0	2900
1933	32875.1	1374.76	206.214	0.1	0	2900
1934	32892.3	1374.76	206.214	0.1	0	2900
1935	32909.5	1374.76	206.214	0.1	0	2900
1936	32926.6	1374.76	206.214	0.1	0	2900
1937	32943.8	1374.76	206.214	0.1	0	2900
1938	32961	1374.76	206.214	0.1	0	2900
1939	32978.1	1374.76	206.214	0.1	0	2900
1940	32995.3	1374.76	206.214	0.1	0	2900
1941	33012.5	1374.76	206.214	0.1	0	2900
1942	33029.7	1374.76	206.214	0.1	0	2900
1943	33046.8	1374.76	206.214	0.1	0	2900
1944	33064	1374.76	206.214	0.1	0	2900
1945	33081.2	1374.76	206.214	0.1	0	2900
1946	33098.4	1374.76	206.214	0.1	0	2900
1947	33115.5	1374.76	206.214	0.1	0	2900
1948	33132.7	1374.76	206.214	0.1	0	2900
1949	33149.9	1374.76	206.214	0.1	0	2900
1950	33167.1	1374.76	206.214	0.1	0	2900
1951	33184.2	1374.76	206.214	0.1	0	2900
1952	33201.4	1374.76	206.214	0.1	0	2900
1953	33218.6	1374.76	206.214	0.1	0	2900
1954	33235.8	1374.76	206.214	0.1	0	2900
1955	33252.9	1374.76	206.214	0.1	0	2900
1956	33270.1	1374.76	206.214	0.1	0	2900
1957	33287.3	1374.76	206.214	0.1	0	2900
1958	33304.5	1374.76	206.214	0.1	0	2900
1959	33321.6	1374.76	206.214	0.1	0	2900
1960	33338.8	1374.76	206.214	0.1	0	2900
1961	33356	1374.76	206.214	0.1	0	2900
1962	33373.2	1374.76	206.214	0.1	0	2900
1963	33390.3	1374.76	206.214	0.1	0	2900
1964	33407.5	1374.76	206.214	0.1	0	2900
1965	33424.7	1374.76	206.214	0.1	0	2900
1966	33441.9	1374.76	206.214	0.1	0	2900
1967	33459	1374.76	206.214	0.1	0	2900
1968	33476.2	1374.76	206.214	0.1	0	2900
1969	33493.4	1374.76	206.214	0.1	0	2900
1970	33510.5	1374.76	206.214	0.1	0	2900
1971	33527.7	1374.76	206.214	0.1	0	2900
1972	33544.9	1374.76	206.214	0.1	0	2900
1973	33562.1	1374.76	206.214	0.1	0	2900
1974	33579.2	1374.76	206.214	0.1	0	2900
1975	33596.4	1374.76	206.214	0.1	0	2900
1976	33613.6	1374.76	206.214	0.1	0	2900
1977	33630.8	1374.76	206.214	0.1	0	2900
1978	33647.9	1374.76	206.214	0.1	0	2900
1979	33665.1	1374.76	206.214	0.1	0	2900
1980	33682.3	1374.76	206.214	0.1	0	2900
1981	33699.5	1374.76	206.214	0.1	0	2900
1982	33716.6	1374.76	206.214	0.1	0	2900
